atmospheric_temp,soil_temp,humidity,rainfall,previous_soil_moisture,soil_moisture,future_soil_moisture,x,y
13.7,16.3,95.0,0.0,0.072,0.072,0.072,0,1
10.8,12.2,96.0,0.0,0.056,0.056,0.056,1,1
14.5,16.7,87.0,0.0,0.074,0.074,0.074,0,1
15.6,14.5,95.0,0.0,0.424,0.424,0.423,1,1
14.2,18.6,96.0,0.0,0.054,0.054,0.054,0,1
13.6,15.8,48.0,0.0,0.4,0.399,0.398,1,1
18.4,17.8,76.0,0.0,0.112,0.112,0.112,1,1
15.5,18.2,96.0,0.0,0.054,0.053,0.053,1,1
15.8,17.4,91.0,0.0,0.109,0.109,0.109,1,1
13.7,17.7,96.0,0.0,0.063,0.062,0.062,0,1
15.0,17.6,86.0,0.0,0.062,0.062,0.062,1,0
22.7,24.7,73.0,0.0,0.157,0.155,0.154,1,1
13.1,13.4,59.0,0.0,0.397,0.397,0.397,0,0
18.8,16.8,72.0,0.0,0.23,0.229,0.23,1,1
16.1,18.9,87.0,0.0,0.11,0.109,0.11,0,0
19.2,32.1,67.0,0.0,0.056,0.057,0.057,1,0
7.4,8.2,79.0,0.0,0.314,0.314,0.314,1,0
12.5,16.5,100.0,0.0,0.062,0.062,0.062,0,1
10.9,12.9,95.0,0.0,0.062,0.062,0.062,0,1
11.3,12.3,87.0,0.0,0.079,0.079,0.079,1,1
11.9,11.7,96.0,0.0,0.337,0.338,0.338,0,0
18.3,29.2,70.0,0.0,0.068,0.068,0.067,1,0
18.9,15.9,57.0,0.0,0.421,0.421,0.421,0,1
11.0,10.4,73.0,0.0,0.285,0.285,0.285,0,0
12.1,12.4,96.0,0.0,0.326,0.326,0.326,0,1
3.9,6.8,90.0,0.0,0.385,0.385,0.385,0,0
10.8,10.6,98.0,0.0,0.244,0.245,0.245,0,1
22.4,23.0,67.0,0.0,0.15,0.149,0.147,0,0
14.3,14.7,92.0,0.0,0.095,0.095,0.095,0,1
18.3,12.0,54.0,0.0,0.302,0.302,0.3,0,0
14.9,16.9,100.0,0.0,0.135,0.135,0.135,1,1
16.8,21.3,77.0,0.0,0.068,0.068,0.068,1,1
10.9,10.2,85.0,0.0,0.356,0.356,0.356,1,1
16.4,19.2,90.0,0.0,0.127,0.126,0.126,0,1
10.9,13.8,96.0,0.0,0.058,0.058,0.058,1,0
16.1,18.6,92.0,0.0,0.136,0.136,0.136,1,1
12.5,16.4,100.0,0.0,0.062,0.062,0.062,1,0
14.5,14.5,91.0,0.0,0.253,0.255,0.255,0,1
21.1,33.0,69.0,0.0,0.061,0.061,0.061,0,0
13.5,16.5,87.0,0.0,0.061,0.061,0.061,0,0
7.0,8.9,94.0,0.0,0.251,0.25,0.25,1,0
16.2,15.3,74.0,0.0,0.331,0.331,0.33,1,1
13.8,14.6,97.0,1.1,0.43,0.43,0.431,1,1
17.5,17.2,79.0,0.0,0.09,0.09,0.09,1,1
16.0,15.1,94.0,0.0,0.162,0.162,0.162,1,1
13.9,16.6,85.0,0.0,0.059,0.058,0.058,1,1
5.2,7.3,93.0,0.0,0.24,0.24,0.24,0,1
14.7,14.1,95.0,0.0,0.21,0.21,0.21,0,1
17.0,20.9,92.0,0.0,0.19,0.189,0.188,1,0
15.7,16.3,50.0,0.0,0.396,0.395,0.392,1,0
8.1,12.3,99.0,0.0,0.43,0.43,0.43,0,0
17.7,23.7,76.0,0.0,0.063,0.062,0.063,0,1
17.0,20.9,92.0,0.0,0.19,0.189,0.188,0,0
13.0,14.6,90.0,0.0,0.067,0.066,0.066,1,0
15.6,22.4,85.0,0.0,0.053,0.053,0.053,1,1
14.4,16.7,93.0,0.0,0.088,0.088,0.088,0,0
18.6,28.7,72.0,0.0,0.075,0.075,0.075,0,1
16.6,17.4,62.0,0.0,0.248,0.246,0.244,0,1
16.3,18.6,100.0,0.0,0.143,0.143,0.143,1,0
14.5,16.6,96.0,0.0,0.126,0.127,0.127,0,1
10.0,10.0,89.0,0.0,0.278,0.278,0.279,1,0
10.5,11.8,91.0,0.0,0.237,0.237,0.236,0,0
15.4,15.0,53.0,0.0,0.408,0.408,0.407,0,0
12.3,11.4,91.0,0.0,0.278,0.278,0.278,1,0
14.8,17.5,96.0,0.0,0.118,0.118,0.118,0,1
15.5,14.3,75.0,0.0,0.322,0.323,0.323,0,1
12.9,14.3,76.0,0.0,0.071,0.071,0.07,1,1
13.7,12.9,93.0,0.0,0.339,0.339,0.339,0,1
17.2,21.4,92.0,0.0,0.142,0.141,0.141,0,1
17.8,15.1,84.0,0.0,0.344,0.344,0.343,0,0
19.8,15.5,56.0,0.0,0.365,0.365,0.366,0,0
13.1,14.3,97.0,0.0,0.117,0.118,0.119,0,0
14.7,19.4,94.0,0.0,0.063,0.063,0.063,0,0
22.4,23.0,67.0,0.0,0.15,0.149,0.147,0,1
16.2,15.1,90.0,0.0,0.085,0.085,0.085,1,0
14.2,12.1,90.0,0.0,0.27,0.271,0.271,0,0
15.8,11.3,45.0,0.0,0.405,0.405,0.404,0,0
11.2,11.8,98.0,0.0,0.338,0.338,0.338,1,1
16.9,27.5,81.0,0.0,0.053,0.053,0.053,0,1
13.1,11.4,81.0,0.0,0.23,0.23,0.23,0,0
14.5,12.1,56.0,0.0,0.411,0.41,0.409,0,0
9.6,9.4,88.0,0.0,0.309,0.31,0.31,1,1
14.0,18.3,96.0,0.0,0.06,0.06,0.059,1,0
16.0,15.4,87.0,0.0,0.243,0.244,0.244,1,0
13.6,17.0,94.0,0.0,0.059,0.059,0.059,1,1
7.9,8.5,87.0,0.0,0.31,0.31,0.31,0,1
15.9,16.9,63.0,0.0,0.057,0.057,0.057,0,1
13.3,15.8,93.0,0.0,0.063,0.063,0.063,1,0
17.0,18.2,79.0,0.0,0.086,0.086,0.086,0,0
17.0,17.6,90.0,0.0,0.109,0.109,0.109,1,0
17.2,13.4,53.0,0.0,0.391,0.39,0.389,1,0
17.0,16.5,56.0,0.0,0.099,0.099,0.098,1,1
19.0,24.5,73.0,0.0,0.09,0.09,0.089,1,0
12.6,11.2,79.0,0.0,0.25,0.249,0.25,0,0
14.3,11.6,77.0,0.0,0.385,0.384,0.383,0,0
14.1,11.9,84.0,0.0,0.25,0.25,0.25,0,0
18.9,22.1,79.0,0.0,0.12,0.12,0.12,1,1
16.4,17.0,81.0,0.0,0.336,0.336,0.334,0,1
18.0,23.0,72.0,0.0,0.078,0.078,0.078,1,0
18.1,19.8,75.0,0.0,0.086,0.086,0.086,0,0
17.4,21.4,88.0,0.0,0.134,0.134,0.133,1,0
15.2,15.4,80.0,0.0,0.096,0.095,0.095,1,1
14.7,16.4,97.0,0.0,0.112,0.112,0.112,1,0
13.5,15.7,53.0,0.0,0.399,0.398,0.397,0,0
13.4,14.2,91.0,0.0,0.086,0.086,0.085,0,1
14.5,15.8,96.0,0.0,0.201,0.201,0.201,0,0
18.5,25.2,71.0,0.0,0.08,0.08,0.08,0,1
16.2,17.5,78.0,0.0,0.085,0.085,0.085,1,1
16.0,17.7,92.0,0.0,0.108,0.108,0.108,1,1
14.4,16.8,100.0,0.0,0.128,0.128,0.128,0,0
14.5,15.7,100.0,0.0,0.194,0.194,0.194,0,1
17.1,14.6,80.0,0.0,0.332,0.332,0.332,1,0
18.3,14.2,68.0,0.0,0.285,0.285,0.284,0,1
15.1,15.1,79.0,0.0,0.428,0.428,0.428,1,0
16.5,18.1,83.0,0.0,0.306,0.305,0.305,0,0
11.2,13.2,97.0,0.0,0.056,0.056,0.056,0,0
13.1,13.4,88.0,0.0,0.088,0.088,0.088,0,0
11.4,12.8,98.0,0.0,0.12,0.12,0.12,0,1
16.4,17.0,81.0,0.0,0.336,0.336,0.334,1,1
14.7,16.8,100.0,0.0,0.135,0.135,0.135,1,1
16.3,19.5,71.0,0.0,0.079,0.079,0.079,1,1
11.8,15.2,99.0,0.0,0.063,0.063,0.063,0,0
9.9,10.3,82.0,0.0,0.251,0.251,0.251,0,1
17.9,22.5,81.0,0.0,0.13,0.129,0.129,1,1
10.3,10.7,96.0,0.0,0.355,0.355,0.355,0,0
14.1,13.0,85.0,0.0,0.225,0.225,0.225,0,1
17.0,17.4,55.0,0.0,0.082,0.082,0.082,1,1
13.8,13.0,83.0,0.0,0.332,0.332,0.332,0,1
10.7,11.7,93.0,0.0,0.088,0.088,0.087,1,1
13.4,14.7,90.0,0.0,0.099,0.099,0.099,0,1
18.4,12.8,65.0,0.0,0.286,0.285,0.285,1,0
14.8,17.3,99.0,0.0,0.112,0.112,0.112,1,0
14.8,16.3,96.0,0.0,0.116,0.117,0.118,0,0
16.7,15.1,67.0,0.0,0.324,0.323,0.321,0,0
14.1,15.7,95.0,0.0,0.06,0.06,0.06,1,1
15.6,13.6,89.0,0.0,0.225,0.225,0.225,1,1
14.4,16.7,80.0,0.0,0.078,0.078,0.078,0,1
20.5,19.0,57.0,0.0,0.234,0.232,0.23,1,0
17.1,23.3,64.0,0.0,0.081,0.081,0.081,1,0
9.4,10.4,87.0,0.0,0.077,0.077,0.077,1,0
16.4,18.8,83.0,0.0,0.065,0.065,0.065,1,1
15.1,16.8,97.0,0.0,0.109,0.114,0.116,0,0
11.0,10.9,90.0,0.0,0.23,0.23,0.23,0,1
19.7,21.2,44.0,0.0,0.095,0.095,0.094,1,0
15.9,16.9,63.0,0.0,0.057,0.057,0.057,1,1
14.5,16.9,100.0,0.0,0.128,0.128,0.128,0,0
17.7,17.4,85.0,0.0,0.095,0.095,0.095,1,1
13.0,17.0,99.0,0.0,0.062,0.062,0.062,1,1
15.9,20.5,81.0,0.0,0.067,0.066,0.065,0,0
8.5,9.0,82.0,0.0,0.346,0.346,0.346,1,0
14.4,15.7,96.0,0.0,0.116,0.115,0.115,1,1
14.3,11.8,81.0,0.0,0.344,0.345,0.345,1,1
8.5,9.0,82.0,0.0,0.346,0.346,0.346,1,1
14.5,16.6,73.0,0.0,0.083,0.083,0.083,0,1
8.1,8.5,78.0,0.0,0.293,0.293,0.294,1,0
10.3,11.4,93.0,0.0,0.237,0.236,0.237,1,0
14.3,19.0,87.0,0.0,0.064,0.063,0.063,0,0
13.1,14.8,90.0,0.0,0.099,0.101,0.101,1,1
17.8,25.7,69.0,0.0,0.062,0.062,0.061,0,0
20.5,15.8,46.0,0.0,0.292,0.29,0.288,1,0
14.7,21.5,88.0,0.0,0.063,0.063,0.062,1,0
15.6,19.4,76.0,0.0,0.053,0.053,0.053,0,1
18.2,17.2,79.0,0.0,0.354,0.352,0.35,0,0
10.1,12.4,93.0,0.0,0.058,0.058,0.058,0,1
10.3,12.3,96.0,0.0,0.056,0.056,0.055,0,1
4.4,6.6,73.0,0.0,0.319,0.319,0.319,1,1
14.3,18.9,87.0,0.0,0.074,0.073,0.073,0,0
6.5,8.1,90.0,0.0,0.385,0.385,0.385,1,0
19.2,27.4,70.0,0.0,0.061,0.061,0.061,0,0
15.2,13.7,88.0,0.0,0.424,0.424,0.423,1,1
13.5,15.7,93.0,0.0,0.065,0.064,0.064,0,0
14.1,16.3,98.0,0.0,0.126,0.126,0.126,1,1
7.8,8.6,79.0,0.0,0.387,0.386,0.386,0,1
7.8,8.3,56.0,0.0,0.404,0.402,0.402,1,0
20.7,26.0,73.0,0.0,0.09,0.089,0.089,1,0
13.4,12.9,86.0,0.0,0.333,0.334,0.333,1,0
21.4,15.8,39.0,0.0,0.102,0.102,0.101,0,0
10.7,10.9,76.0,0.0,0.096,0.096,0.096,0,0
17.8,18.6,86.0,0.0,0.109,0.109,0.109,1,0
18.4,14.3,66.0,0.0,0.376,0.375,0.374,1,0
14.0,14.0,85.0,0.0,0.089,0.088,0.088,1,0
15.1,17.5,99.0,0.0,0.14,0.14,0.14,1,0
13.6,18.1,99.0,0.0,0.063,0.063,0.064,1,0
8.7,8.9,81.0,0.0,0.372,0.372,0.372,1,1
18.4,21.1,78.0,0.0,0.091,0.091,0.091,1,0
13.8,11.6,77.0,0.0,0.355,0.356,0.356,1,0
6.1,8.7,95.0,0.0,0.327,0.328,0.328,1,0
17.0,16.7,83.0,0.0,0.244,0.243,0.243,0,1
10.5,12.2,98.0,0.0,0.12,0.12,0.12,1,1
15.0,17.3,99.0,0.0,0.112,0.112,0.112,0,0
15.6,22.4,85.0,0.0,0.053,0.053,0.053,0,1
13.2,10.5,44.0,0.0,0.287,0.287,0.288,0,0
15.4,14.4,95.0,0.0,0.162,0.162,0.162,1,1
10.1,12.0,93.0,0.0,0.081,0.08,0.08,0,0
11.4,12.3,89.0,0.0,0.237,0.237,0.237,1,1
18.7,17.8,70.0,0.0,0.276,0.274,0.273,0,1
17.3,13.6,75.0,0.0,0.342,0.342,0.341,1,1
11.3,11.9,96.0,0.0,0.3,0.3,0.3,1,0
14.7,14.1,85.0,0.0,0.256,0.257,0.257,1,1
16.8,14.4,79.0,0.0,0.229,0.23,0.23,0,1
15.6,18.4,87.0,0.0,0.056,0.056,0.056,0,1
19.0,13.8,69.0,0.0,0.217,0.217,0.217,0,1
10.8,12.6,90.0,0.0,0.428,0.428,0.428,1,1
15.6,14.6,92.0,0.0,0.338,0.338,0.338,0,0
13.6,16.0,87.0,0.0,0.067,0.067,0.067,1,0
16.4,19.5,92.0,0.0,0.054,0.054,0.054,0,1
14.9,17.1,99.0,0.0,0.133,0.133,0.133,1,0
20.1,19.5,74.0,0.0,0.325,0.324,0.324,1,0
12.8,12.6,80.0,0.0,0.226,0.226,0.226,0,0
11.8,13.8,95.0,0.0,0.066,0.066,0.065,0,1
13.7,13.3,76.0,0.0,0.226,0.226,0.226,1,0
12.8,12.6,80.0,0.0,0.226,0.226,0.226,0,1
18.9,20.6,70.0,0.0,0.096,0.096,0.096,0,1
11.4,13.1,79.0,0.0,0.082,0.082,0.082,1,0
13.6,16.0,94.0,0.0,0.053,0.053,0.053,0,0
16.2,21.5,78.0,0.0,0.064,0.064,0.064,1,0
14.8,13.8,74.0,0.0,0.221,0.22,0.22,0,0
22.3,17.9,35.0,0.0,0.263,0.261,0.259,0,1
16.4,17.2,87.0,0.0,0.087,0.087,0.087,1,0
8.0,9.1,86.0,0.0,0.24,0.241,0.24,0,0
16.5,24.9,79.0,0.0,0.064,0.064,0.064,0,1
16.6,16.8,90.0,0.0,0.425,0.424,0.423,0,0
15.1,16.8,97.0,0.0,0.133,0.132,0.133,1,0
12.9,14.6,81.0,0.0,0.061,0.062,0.062,0,1
10.8,11.3,92.0,0.0,0.218,0.218,0.218,0,1
20.1,15.9,45.0,0.0,0.251,0.25,0.25,1,0
18.8,16.8,72.0,0.0,0.23,0.229,0.23,0,0
22.7,19.1,71.0,0.0,0.152,0.152,0.15,1,1
14.7,15.6,73.0,0.0,0.069,0.068,0.068,0,1
17.1,17.6,85.0,0.0,0.08,0.081,0.081,1,1
10.9,11.7,78.0,0.0,0.069,0.069,0.069,1,1
17.0,17.1,83.0,0.0,0.21,0.21,0.21,0,0
16.9,15.9,76.0,0.0,0.309,0.308,0.308,0,1
18.8,26.3,68.0,0.0,0.077,0.077,0.077,1,0
15.3,17.2,100.0,0.0,0.14,0.14,0.14,1,1
8.9,10.6,94.0,0.0,0.21,0.21,0.21,0,0
13.4,15.7,93.0,0.0,0.073,0.073,0.073,1,0
5.5,6.9,81.0,0.0,0.378,0.377,0.377,1,1
13.7,12.9,82.0,0.0,0.332,0.332,0.332,0,0
19.0,22.2,76.0,0.0,0.055,0.055,0.055,0,1
10.8,13.0,89.0,0.0,0.077,0.077,0.077,1,1
12.3,11.9,86.0,0.0,0.225,0.226,0.226,1,1
9.0,9.9,76.0,0.0,0.343,0.342,0.341,0,0
15.3,19.2,93.0,0.0,0.062,0.062,0.062,1,0
11.3,12.5,80.0,0.0,0.083,0.082,0.083,1,0
14.8,18.8,91.0,0.0,0.06,0.059,0.059,0,1
12.0,16.0,100.0,0.0,0.062,0.062,0.062,1,1
18.8,15.0,33.0,0.0,0.299,0.299,0.297,0,0
21.5,16.4,34.0,0.0,0.352,0.351,0.35,1,0
11.4,11.9,95.0,0.0,0.335,0.335,0.335,1,0
12.5,13.5,93.0,0.0,0.072,0.072,0.072,0,0
17.4,28.5,77.0,0.0,0.054,0.054,0.054,1,1
15.4,14.6,95.0,2.7,0.424,0.424,0.429,0,0
15.7,19.9,99.0,0.0,0.114,0.114,0.114,1,0
8.8,9.0,79.0,0.0,0.285,0.285,0.285,1,0
11.1,10.1,74.0,0.0,0.277,0.277,0.277,1,1
10.2,9.8,80.0,0.0,0.314,0.314,0.314,0,1
14.2,14.9,95.0,0.0,0.097,0.097,0.097,0,0
15.0,13.6,66.0,0.0,0.113,0.113,0.113,1,1
15.6,17.0,80.0,0.0,0.239,0.238,0.238,1,1
13.5,16.9,95.0,0.0,0.059,0.059,0.059,1,0
17.3,22.4,83.0,0.0,0.11,0.11,0.11,1,0
18.1,27.6,75.0,0.0,0.065,0.066,0.066,0,1
19.0,14.8,53.0,0.0,0.371,0.371,0.371,1,1
15.6,16.7,80.0,0.0,0.239,0.239,0.238,0,0
19.6,31.0,72.0,0.0,0.055,0.056,0.056,1,1
11.3,12.5,80.0,0.0,0.083,0.082,0.083,0,1
16.9,15.8,77.0,0.0,0.091,0.09,0.09,0,0
15.4,20.4,84.0,0.0,0.063,0.063,0.063,1,0
14.7,12.5,90.0,0.0,0.23,0.23,0.23,0,0
20.2,15.1,48.0,0.0,0.31,0.308,0.306,0,1
13.7,14.3,89.0,0.0,0.24,0.24,0.24,1,1
17.3,24.1,81.0,0.0,0.064,0.064,0.065,1,1
14.0,12.0,80.0,0.0,0.25,0.249,0.25,0,1
19.1,31.3,77.0,0.0,0.053,0.053,0.053,0,1
12.7,14.0,77.0,0.0,0.069,0.069,0.069,0,1
13.9,14.1,90.0,0.0,0.261,0.261,0.26,0,0
20.1,16.2,74.0,0.0,0.333,0.332,0.331,1,0
7.9,8.2,76.0,0.0,0.302,0.302,0.303,0,1
15.2,14.8,96.0,0.0,0.424,0.424,0.424,0,1
14.4,17.7,88.0,0.0,0.061,0.06,0.06,0,1
20.1,18.1,44.0,0.0,0.29,0.288,0.288,0,1
12.7,16.1,99.0,0.0,0.063,0.063,0.063,1,1
13.9,16.4,94.0,0.0,0.073,0.073,0.073,0,0
14.7,17.1,82.0,0.0,0.061,0.061,0.061,1,0
10.1,12.1,96.0,0.0,0.092,0.092,0.092,1,0
11.6,13.9,96.0,0.0,0.056,0.056,0.056,0,0
17.2,19.4,77.0,0.0,0.079,0.079,0.079,1,1
15.3,14.9,95.0,0.0,0.12,0.12,0.12,0,1
11.8,12.5,75.0,0.0,0.069,0.069,0.069,1,1
13.0,11.2,79.0,0.0,0.238,0.238,0.238,0,0
16.5,16.9,92.0,0.0,0.09,0.09,0.09,1,1
16.7,16.7,76.0,0.0,0.327,0.325,0.323,0,1
15.0,13.3,54.0,0.0,0.41,0.409,0.408,1,1
18.1,24.7,75.0,0.0,0.062,0.063,0.062,1,1
16.4,17.2,70.0,0.0,0.097,0.097,0.097,1,0
28.7,23.3,32.0,0.0,0.181,0.179,0.177,0,0
10.6,12.8,92.0,0.0,0.058,0.058,0.058,1,1
15.7,16.4,76.0,0.0,0.109,0.109,0.109,1,1
12.2,13.2,90.0,0.0,0.427,0.427,0.427,0,1
13.6,11.0,64.0,0.0,0.366,0.366,0.366,0,0
14.1,16.5,100.0,0.0,0.118,0.118,0.118,0,0
11.9,12.9,100.0,0.0,0.194,0.194,0.194,1,1
14.4,16.8,100.0,0.0,0.128,0.128,0.128,0,1
13.6,17.3,99.0,0.0,0.063,0.063,0.063,1,0
13.7,12.7,91.0,0.0,0.347,0.347,0.348,0,1
8.5,8.8,78.0,0.0,0.293,0.293,0.293,1,0
10.8,11.5,77.0,0.0,0.057,0.057,0.057,0,0
9.0,10.4,81.0,0.0,0.079,0.079,0.079,0,0
9.2,9.3,76.0,0.0,0.406,0.407,0.407,1,0
9.2,11.8,98.0,0.0,0.085,0.085,0.085,0,1
21.5,18.1,42.0,0.0,0.102,0.101,0.101,1,1
9.0,9.0,76.0,0.0,0.367,0.367,0.367,1,0
17.8,22.5,73.0,0.0,0.087,0.087,0.087,1,1
11.2,12.4,87.0,0.0,0.119,0.119,0.119,1,0
17.7,15.8,78.0,0.0,0.277,0.277,0.277,0,0
19.3,25.8,74.0,0.0,0.052,0.052,0.052,0,0
10.5,10.1,91.0,0.0,0.341,0.341,0.341,1,0
12.9,14.3,84.0,0.3,0.304,0.303,0.302,0,0
13.3,13.6,75.0,0.0,0.251,0.251,0.251,1,1
17.2,18.0,76.0,0.0,0.09,0.09,0.09,0,0
11.6,12.9,98.0,0.0,0.122,0.121,0.121,1,0
21.2,25.8,61.0,0.0,0.1,0.1,0.1,0,0
14.6,16.1,85.0,0.0,0.076,0.076,0.076,0,0
13.3,14.4,57.0,0.0,0.398,0.397,0.397,0,0
14.0,18.1,96.0,0.0,0.059,0.06,0.06,1,0
5.5,7.6,94.0,0.0,0.24,0.24,0.24,0,1
20.2,32.6,72.0,0.0,0.061,0.06,0.061,1,1
19.4,33.6,66.0,0.0,0.052,0.052,0.052,0,1
10.0,9.8,78.0,0.0,0.325,0.325,0.325,1,0
14.4,20.6,98.0,0.0,0.063,0.063,0.063,0,1
14.5,21.5,87.0,0.0,0.064,0.064,0.063,1,1
15.0,14.8,71.0,0.0,0.221,0.22,0.22,0,1
18.3,12.0,54.0,0.0,0.302,0.302,0.3,0,1
10.5,11.1,86.0,0.0,0.078,0.077,0.077,0,1
16.9,17.9,83.0,0.0,0.235,0.234,0.233,0,0
15.8,11.3,45.0,0.0,0.405,0.405,0.404,1,1
5.1,7.4,86.0,0.0,0.395,0.395,0.395,1,1
10.8,10.4,89.0,0.0,0.278,0.278,0.278,1,1
16.1,12.9,50.0,0.0,0.405,0.404,0.403,0,1
19.3,30.4,65.0,0.0,0.052,0.052,0.052,0,1
12.5,12.8,95.0,0.0,0.186,0.186,0.186,0,0
21.6,25.5,59.0,0.0,0.1,0.1,0.099,0,0
19.0,26.8,79.0,0.0,0.053,0.053,0.053,0,0
12.1,15.3,99.0,0.0,0.057,0.057,0.057,1,1
12.7,17.2,100.0,0.0,0.063,0.063,0.063,1,0
14.5,16.5,85.0,4.5,0.085,0.088,0.098,1,0
13.7,16.1,89.0,0.0,0.072,0.071,0.071,0,1
12.4,13.7,97.0,0.0,0.122,0.122,0.122,0,0
9.0,10.8,93.0,0.0,0.21,0.21,0.21,1,1
12.7,14.3,92.0,0.0,0.062,0.062,0.062,0,1
17.3,17.8,77.0,0.0,0.356,0.355,0.354,0,1
15.2,14.6,87.0,0.0,0.354,0.354,0.355,0,0
16.1,16.8,92.0,0.0,0.055,0.055,0.055,1,1
17.9,13.0,54.0,0.0,0.249,0.249,0.249,0,1
11.3,12.7,89.0,0.0,0.428,0.428,0.428,0,1
9.8,12.0,91.0,0.0,0.068,0.068,0.067,0,1
14.7,13.9,95.0,0.0,0.339,0.339,0.338,0,1
19.6,27.9,67.0,0.0,0.08,0.08,0.08,1,0
8.5,9.0,82.0,0.0,0.346,0.346,0.346,0,0
19.8,20.8,73.0,0.0,0.224,0.222,0.221,0,1
21.8,15.9,39.0,0.0,0.253,0.252,0.251,0,0
11.7,10.7,84.0,0.0,0.356,0.356,0.356,1,0
17.2,16.3,61.0,0.0,0.323,0.321,0.32,0,1
8.3,10.0,99.0,0.0,0.306,0.306,0.306,0,1
14.9,11.8,60.0,0.0,0.255,0.255,0.255,0,0
13.2,16.2,95.0,0.0,0.063,0.063,0.063,0,1
12.0,12.7,92.0,0.0,0.081,0.081,0.081,1,0
12.2,10.6,70.0,0.0,0.096,0.095,0.095,1,1
15.0,11.3,72.0,0.0,0.371,0.371,0.372,1,1
13.8,13.5,82.0,0.0,0.26,0.26,0.261,0,0
18.5,27.7,77.0,0.0,0.054,0.054,0.054,0,1
19.2,30.2,67.0,0.0,0.062,0.062,0.062,1,1
17.9,18.5,61.0,0.0,0.284,0.281,0.28,0,0
10.6,12.5,93.0,0.0,0.079,0.079,0.079,1,0
15.2,17.2,99.0,0.0,0.133,0.133,0.133,0,0
14.7,16.8,100.0,0.0,0.135,0.135,0.135,0,0
15.4,19.2,76.0,0.0,0.072,0.072,0.071,1,1
17.3,15.7,70.0,0.0,0.241,0.241,0.241,1,1
17.2,23.2,82.0,0.0,0.054,0.054,0.054,1,0
19.2,30.7,75.0,0.0,0.053,0.053,0.054,1,0
18.5,24.8,69.0,0.0,0.089,0.089,0.089,0,0
9.0,10.8,93.0,0.0,0.21,0.21,0.21,0,1
16.2,22.6,87.0,0.0,0.053,0.053,0.053,1,0
9.0,10.2,80.0,0.0,0.094,0.094,0.093,0,1
12.2,13.4,93.0,0.0,0.078,0.078,0.078,0,0
17.8,15.0,78.0,0.0,0.25,0.249,0.249,0,1
16.0,18.6,65.0,0.0,0.102,0.101,0.101,0,0
14.0,14.3,83.0,0.0,0.109,0.109,0.109,0,0
14.6,17.6,92.0,0.0,0.065,0.065,0.065,0,0
15.8,17.5,80.0,0.0,0.085,0.085,0.088,1,1
17.1,11.6,64.0,0.0,0.357,0.356,0.356,0,0
17.9,22.2,74.0,0.0,0.075,0.075,0.075,1,1
7.0,7.9,84.0,0.0,0.387,0.387,0.387,1,0
11.8,11.8,93.0,0.0,0.339,0.339,0.338,0,1
10.2,9.8,85.0,0.0,0.356,0.356,0.357,1,0
11.8,14.3,97.0,0.0,0.052,0.052,0.051,1,0
15.0,12.7,77.0,0.0,0.25,0.25,0.249,0,0
11.3,14.2,93.0,0.0,0.061,0.061,0.061,0,0
17.0,23.3,75.0,0.0,0.072,0.072,0.072,0,1
14.2,12.5,62.0,0.0,0.25,0.25,0.25,1,0
10.1,12.4,93.0,0.0,0.058,0.058,0.058,1,1
16.8,31.1,80.0,0.0,0.06,0.06,0.06,0,1
12.9,14.3,84.0,0.3,0.304,0.303,0.302,1,0
14.0,16.5,100.0,0.0,0.118,0.118,0.118,0,1
9.2,9.4,80.0,0.0,0.352,0.351,0.351,0,1
20.6,19.8,51.0,0.0,0.258,0.255,0.254,0,1
12.7,14.5,94.0,0.0,0.087,0.087,0.087,1,0
9.2,9.5,80.0,0.0,0.352,0.352,0.352,1,0
12.5,16.3,100.0,0.0,0.063,0.063,0.063,0,1
8.8,9.1,89.0,0.0,0.339,0.339,0.339,0,1
17.3,14.8,57.0,0.0,0.39,0.389,0.388,0,1
7.0,8.8,94.0,0.0,0.271,0.27,0.271,0,0
16.9,12.2,49.0,0.0,0.287,0.287,0.286,0,0
12.2,12.7,78.0,0.0,0.251,0.251,0.251,0,0
18.7,23.2,78.0,0.0,0.052,0.052,0.052,1,1
17.2,16.2,67.0,0.0,0.313,0.312,0.31,1,1
14.8,15.7,75.0,0.0,0.088,0.088,0.087,0,0
14.6,14.6,67.0,0.0,0.097,0.096,0.096,0,1
11.3,10.7,79.0,0.0,0.36,0.36,0.361,0,1
13.2,11.1,78.0,0.0,0.313,0.313,0.313,0,0
14.9,14.1,87.0,0.0,0.344,0.344,0.344,1,0
12.1,13.7,91.0,0.0,0.076,0.076,0.076,0,0
13.7,12.6,81.0,2.7,0.299,0.302,0.328,0,1
12.4,13.6,94.0,0.0,0.055,0.055,0.055,0,1
8.6,10.8,81.0,0.0,0.083,0.083,0.082,0,1
15.9,18.0,85.0,0.0,0.31,0.309,0.308,1,0
9.8,9.8,93.0,0.0,0.339,0.339,0.339,1,0
15.9,15.4,80.0,0.0,0.331,0.331,0.331,0,0
19.3,30.4,65.0,0.0,0.052,0.052,0.052,1,0
17.7,19.7,89.0,0.0,0.188,0.186,0.187,0,1
19.9,15.0,42.0,0.0,0.345,0.344,0.344,1,0
14.1,12.9,84.0,0.0,0.333,0.333,0.334,1,0
15.3,14.5,53.0,0.0,0.409,0.408,0.408,0,0
10.8,11.9,73.0,0.0,0.08,0.08,0.08,1,1
